	MF: KIRC	METH: KIRC	GE: KIRC	MF: BRCA	METH: BRCA	GE: BRCA	MF: READ	METH: READ	GE: READ	MF: PRAD	METH: PRAD	GE: PRAD	MF: STAD	METH: STAD	GE: STAD	MF: HNSC	METH: HNSC	GE: HNSC	MF: LUAD	METH: LUAD	GE: LUAD	MF: THCA	METH: THCA	GE: THCA	MF: BLCA	METH: BLCA	GE: BLCA	MF: ESCA	METH: ESCA	GE: ESCA	MF: LIHC	METH: LIHC	GE: LIHC	MF: UCEC	METH: UCEC	GE: UCEC	MF: COAD	METH: COAD	GE: COAD	MF: LUSC	METH: LUSC	GE: LUSC	MF: CESC	METH: CESC	GE: CESC	MF: KIRP	METH: KIRP	GE: KIRP
MTMR6	0.0	0.00510135	0.008450628	0.005311969	0.019574131	0.047968244	0.0	0.094892704	0.00508284	0.022769369	0.047717375	0.031213019	0.013023227	0.039578646	0.002759232	0.010946915	0.049287418	0.051241675	0.040861078	0.027858339	0.085022723	0.007156068	0.014968352	0.030005731	0.0	0.085921371	0.057467737	0.0	0.041932345	0.056971967	0.024997541	0.063600061	0.011729774	0.019066987	0.075514798	0.077185785	0.00543341	0.055265191	0.017842186	0.054552902	0.039176828	0.098744187	0.0	0.007143409	0.079735967	0.040921008	0.007097701	0.023625552
MTMR7	0.012834337	0.430864207	0.044285963	0.005302331	0.094801873	0.060088271	0.027837948	0.410361575	0.107027378	0.0	0.511724361	0.088140042	0.0	0.222030199	0.011617107	0.010954372	0.318948372	0.027341278	0.061559312	0.446237542	0.059313258	0.0	0.023854794	0.067024479	0.030611961	0.414065142	0.05974183	0.026939949	0.330972689	0.063910295	0.024662688	0.343134861	0.017001748	0.015251451	0.332885582	0.100700452	0.0	0.360799899	0.076561031	0.0	0.207668502	0.095717138	0.028220679	0.382627221	0.080227081	0.0	0.18649269	0.051130176
MTMR8	0.025675526	0.055670136	0.048358626	0.010622755	0.04177245	0.140303628	0.028404212	0.127880452	0.028475317	0.0	0.079124245	0.221885364	0.025948915	0.231740942	0.022980246	0.049337079	0.187248148	0.181258223	0.020306917	0.032205314	0.038166814	0.003570291	0.04829433	0.020109216	0.0	0.182921837	0.081283673	0.0	0.002034226	0.070428009	0.0	0.047458528	0.023480228	0.01548566	0.008096343	0.000510798	0.0	0.000337881	0.033364935	0.054855979	0.01645669	0.051232011	0.0	0.055920863	0.036948238	0.040923121	0.062602127	0.043503321
MTNR1A	0.0	0.074263031	0.294237333	0.0	0.095736574	0.0	0.0	0.065674994	0.106970131	0.022775326	0.005574533	0.217544008	0.03901905	0.125837028	0.099740874	0.010994416	0.134622424	0.193671063	0.020535117	0.145495001	0.049251049	0.0	0.067386662	0.0	0.09229274	0.087461337	0.0	0.0	0.153481461	0.073895491	0.025052415	0.088192859	0.0	0.007738027	0.022708729	0.0	0.0	0.051612791	0.24979981	0.0	0.05683619	0.052846206	0.0	0.080358959	0.0	0.0	0.042761288	0.244781051
MTNR1B	0.0	0.336128611	0.0	0.0	0.434503183	0.0	0.0	0.232699524	0.0	0.0	0.235374819	0.0	0.0	0.21264875	0.0	0.0	0.364025346	0.0	0.020481948	0.422808124	0.0	0.0	0.025826906	0.0	0.0	0.348432734	0.0	0.0	0.374003349	0.0	0.075104931	0.225145116	0.0	0.003864991	0.274528527	0.0	0.010884821	0.225610505	0.0	0.219414326	0.282688029	0.0	0.0	0.408316341	0.0	0.0	0.186599813	0.0
MTOR	0.115137939	0.017692023	0.053908073	0.031644616	0.016175836	0.018198028	0.0	0.027464476	0.015021285	0.045449991	0.026848459	0.043921741	0.050759807	0.045339589	0.033723204	0.021700503	0.026163795	0.0112241	0.180458355	0.01527932	0.030367408	0.00356566	0.005066923	0.006375553	0.060165516	0.064895545	0.003574866	0.026835102	0.020419022	0.001975133	0.0	0.018241514	0.043389562	0.068741478	0.069630002	0.067676236	0.037599195	0.026018195	0.007862582	0.162772576	0.024867562	0.016178972	0.083692724	0.00545214	0.057000776	0.12264095	0.007427048	0.023101027
MTREX	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MTTP	0.012809342	0.017863015	0.26814899	0.010579132	0.027068785	0.161770642	0.0	0.016939687	0.128958341	0.090907016	0.050982146	0.15550998	0.025279866	0.073845111	0.340383418	0.015781561	0.030289348	0.171300992	0.040733653	0.008886626	0.091340612	0.007188366	0.004503642	0.277770018	0.0	0.0424321	0.373625731	0.0	0.083369448	0.026370448	0.0	0.073986826	0.111682134	0.014943447	0.016300953	0.024155028	0.010798743	0.012622612	0.04238532	0.0	0.043909658	0.063353032	0.02736132	0.030122358	0.14498044	0.0	0.048240166	0.399286819
MUC1	0.0	0.068872173	0.133673873	0.0	0.309952526	0.24361217	0.0	0.025523566	0.063041301	0.0	0.027847029	0.083389319	0.013019734	0.010959459	0.065858019	0.0	0.08725615	0.140960357	0.0	0.253693062	6.94e-06	0.0	0.016797996	0.217617936	0.0	0.251863573	0.090193984	0.0	0.028685154	0.182264923	0.0	0.082413616	0.008627595	0.003510873	0.286574757	0.18648931	0.0	0.04017585	0.071011625	0.0	0.101270552	0.26713415	0.0	0.242175509	0.266182894	0.0	0.008821419	0.145968074
MUC12	0.0	0.058811329	0.20275431	0.0	0.089398249	0.066748133	0.0	0.08273544	0.093327072	0.0	0.126755655	0.045813004	0.0	0.026161049	0.07124319	0.0	0.232200931	0.181838809	0.017012231	0.020646676	0.154017705	0.0	0.011373053	0.098357351	0.0	0.242985967	0.205433201	0.0	0.159754838	0.066350587	0.0	0.431253533	0.073813503	0.003582556	0.309227729	0.229143494	0.0	0.185641534	0.17270286	0.0	0.264126104	0.154001013	0.05590533	0.020455431	0.242131333	0.0	0.453683203	0.316941611
MUC13	0.0	0.541189611	0.176112745	0.0	0.077647031	0.126032832	0.0	0.302761551	0.038025639	0.022772794	0.119333726	0.109041853	0.0	0.103436782	0.179773128	0.010951438	0.345634637	0.048310823	0.040998605	0.572483719	0.3269278	0.0	0.001617624	0.155247557	0.0	0.438247165	0.085183305	0.027058048	0.008739524	0.026294492	0.0	0.345184102	0.352534803	0.015445355	0.362945061	0.060311248	0.005445007	0.132658058	0.077176467	0.0	0.24308266	0.008547907	0.0	0.457680143	0.005819186	0.040957991	0.41361806	0.212048627
MUC15	0.012771985	0.534143225	0.726567814	0.021201859	0.316683939	0.476549591	0.0	0.182937514	0.129742938	0.022708091	0.010368135	0.303691923	0.0	0.02667875	0.29389353	0.010286219	0.181675838	0.285440075	0.0	0.289296565	0.217068341	0.0	0.144293727	0.01582205	0.030321175	0.44031618	0.122772089	0.026960171	0.003583951	0.074133403	0.02505515	0.269755259	0.0	0.041413956	0.514999512	0.000664683	0.0	0.12496417	0.0	0.0	0.244466907	0.241660715	0.0	0.511529112	0.385249874	0.040784671	0.543902768	0.0
MUC16	0.139456471	0.198580905	2.01e-17	0.28875651	0.50478844	0.273264093	0.137519044	0.360787053	0.070199136	0.495781421	0.514482356	0.100168827	0.614212701	0.345994521	0.041701723	0.313093081	0.472878058	0.025776575	1.0	0.223587857	0.363942965	0.052449375	0.119414484	0.105869241	0.438201262	0.667325983	0.125517326	0.104250096	0.523687033	0.225815589	0.410294982	0.70880112	0.122384067	0.331380371	0.135231555	0.120262586	0.22907676	0.318202556	0.110332738	0.422730472	0.399560631	0.08803401	0.373795709	0.10106947	0.365709613	0.643762392	0.119022794	0.128415022
MUC17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MUC19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MUC2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MUC20	0.012835659	0.607041701	0.092375625	0.01060848	0.421009486	0.081518525	0.0	0.183900306	0.007603298	0.0	0.340442806	0.15110048	0.025939861	0.002069064	0.026311531	0.0	0.071853229	0.263111707	0.019929712	0.334395773	0.1658737	0.00360073	0.200821351	0.086038467	0.0	0.614473232	0.077409762	0.027007277	0.124234078	0.112045912	0.049902796	0.02391126	0.002959682	0.015289285	0.683903572	0.147623728	0.010694569	0.088156424	0.04670085	0.0	0.21667203	0.068119007	0.0	0.486671996	0.321637857	0.040819084	0.603588786	0.236472163
MUC21	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MUC3A	0.0	0.018175108	0.187625942	0.005297947	0.058288224	0.246595519	0.0	0.176960518	0.079519643	0.02272492	0.005299566	0.046916485	0.012958367	0.287123881	0.278298959	0.02610266	0.068733546	0.141711481	0.03958324	0.147648164	0.33140599	0.0	0.108533937	0.055368646	0.030275178	0.14266645	0.085010648	0.0	0.011350379	0.232558351	0.0	0.081674506	0.086546134	0.0	0.16257542	0.080787814	0.0	0.174461164	0.005459955	0.053649716	0.035799614	0.097242913	0.024375652	0.1465379	0.144685858	0.0	0.072083906	0.360663785
MUC4	0.101670484	0.069988317	0.010747154	0.099919647	0.02404796	0.200196403	0.024743382	0.078658176	0.204194004	0.0	0.076930172	0.206355351	0.082087106	0.061789426	0.059335592	0.03065364	0.135546983	0.271746004	0.019786961	0.044307976	0.205546095	0.007139759	0.016220105	0.011312879	0.086517386	0.219484518	0.132157983	0.0	0.11709516	0.288830154	0.220326906	0.358117123	0.022782535	0.103155089	0.120669928	0.114082516	0.041181939	0.060985123	0.214680822	0.205987061	0.2218251	0.022318363	0.565289943	0.081566685	0.571439728	0.363644849	0.028908625	0.172435012
MUC5AC	0.0	0.154274449	0.0	0.0	0.084154943	0.174462529	0.0	0.409482257	0.114122956	0.090891426	0.111803785	0.150919691	0.03888632	0.179031251	0.293001495	0.025475525	0.534795742	0.274876911	0.02036004	0.325381575	0.169265459	0.003598793	0.042297373	0.0	0.030011873	0.348370133	0.096532202	0.0	0.260755012	0.0	0.04982984	0.371726667	0.0	0.014851562	0.29630242	0.217340889	0.010745299	0.305385425	0.154088157	0.323549367	0.370490779	0.074283434	0.08248659	0.255607757	0.000740568	0.04067815	0.121060227	0.0
MUC5B	0.025535901	0.080948249	0.085204451	0.063260869	0.183541243	0.08188732	0.027750648	0.034628992	0.106398476	0.068200606	0.020167922	0.043274277	0.164150593	0.059085883	0.165568857	0.12311062	0.056280426	0.498637065	0.0	0.188734462	0.336373205	0.014331109	0.017662445	0.0	0.182825749	0.288495047	0.0	0.053736515	0.010284035	0.032441596	0.099456004	0.238324492	0.36436871	0.148495873	0.263539729	0.002223337	0.051826487	0.004433372	0.103627325	0.107771144	0.13021499	0.233145134	0.080136138	0.039736807	0.260493002	0.162965449	0.178900024	0.135918483
MUC6	0.012815917	0.07214057	0.193489268	0.026527699	0.213479302	0.486942212	0.0	0.204269892	0.059577118	0.045522439	0.134307465	0.41671532	0.194170434	0.003091403	0.218566178	0.016388772	0.2824148	0.0	0.0	0.044859858	0.078305455	0.003598977	0.007972963	0.0	0.03032764	0.392851586	0.20769232	0.0	0.041150917	0.0	0.0	0.180716345	0.643049646	0.018974329	0.183534509	0.355032653	0.010859816	0.10048077	0.005744381	0.054743667	0.150135406	0.230152039	0.055292915	0.227822732	0.420790989	0.122428046	0.144664264	0.37083616
MUC7	0.012822125	0.0	0.0	0.005300444	0.0	0.515182456	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.010868295	0.0	0.642983515	0.020079131	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.049559085	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.027780523	0.0	0.0	0.040829691	0.0	0.0
MUCL1	0.0	0.0	0.0	0.005315902	0.0	0.650344156	0.0	0.0	0.230933302	0.02277837	0.0	0.056293174	0.0	0.0	0.193127584	0.0	0.0	0.159997298	0.020535326	0.0	0.003195032	0.0	0.0	0.0	0.0	0.0	0.154547329	0.0	0.0	0.444565037	0.0	0.0	0.0	0.00387497	0.0	0.012949155	0.0	0.0	0.184813069	0.0	0.0	0.138652464	0.0	0.0	0.237028814	0.0	0.0	0.0
MUS81	0.025642665	0.00854831	0.034667953	0.015918331	0.003485262	0.000843408	0.02798155	0.005209852	0.004939531	0.0	0.002984423	0.013501098	0.012790818	0.001947694	0.007421382	0.010952875	0.000974806	0.03002717	0.0	0.010083098	0.046454765	0.0	0.004275022	0.006598824	0.0	0.010446281	0.024216316	0.0	0.011241023	0.003564457	0.0	0.001677651	0.076682978	0.0	0.001385528	0.022456802	0.0	0.008393805	0.000664683	0.0	0.016392671	0.029120725	0.0	0.011149562	0.036442354	0.081780837	0.005278103	0.016988277
MUSK	0.0	0.025474358	0.0	0.010571113	0.058736362	0.0	0.0	0.328309554	0.323881728	0.022734541	0.008286518	0.300385136	0.050283628	0.180550553	0.175523848	0.016406817	0.171427515	0.072529265	0.019246605	0.027437167	0.301763472	0.003600523	0.031759232	0.0	0.0	0.033067876	0.484270863	0.0	0.052101654	0.345637506	0.074727435	0.545853308	0.0	0.011303566	0.097142293	0.0	0.0	0.315990838	0.331183696	0.0	0.165322138	0.356198967	0.026137223	0.045067713	0.0	0.0	0.119641714	0.0
MVB12A	0.0	0.0	0.01968719	0.0	0.0	0.039842887	0.0	0.0	0.004940109	0.0	0.0	0.006022072	0.0	0.0	0.046996322	0.005481321	0.0	0.016918383	0.020326475	0.0	0.011224658	0.0	0.0	0.003462898	0.0	0.0	0.027211423	0.0	0.0	0.040473849	0.0	0.0	0.074240535	0.003848511	0.0	0.00718473	0.0	0.0	0.005438003	0.0	0.0	0.017259584	0.0	0.0	0.013276654	0.0	0.0	0.023474943
MVB12B	0.0	0.104023426	0.013102107	0.005309323	0.158276896	0.067574143	0.0	0.021015439	0.023715632	0.0	0.182335717	0.073320619	0.0	0.100842447	0.006512203	0.005488161	0.044028679	0.037955781	0.0	0.053289888	0.22186934	0.0	0.013653534	0.018807979	0.0	0.018756059	0.111834075	0.0	0.014304162	0.07466122	0.0	0.038406258	0.057571671	0.00752555	0.048587698	0.123240633	0.0	0.012692014	0.038116943	0.0	0.0132429	0.232875743	0.0	0.171200094	0.170421469	0.0	0.166738011	0.036759841
MX1	0.0	0.006477728	0.019963582	0.010593506	0.00272962	0.080456929	0.0	0.021542494	0.002529226	0.022733253	0.016525802	0.0847947	0.012512332	0.032845471	0.011609461	0.005446173	0.050772631	0.094885267	0.0	0.005238572	0.001281633	0.003602205	0.01925638	0.003190736	0.0	0.036381045	0.029148692	0.0	0.017680113	0.064644867	0.0	0.001715411	0.017221106	0.003723098	0.03365157	0.079966532	0.016012363	0.001200511	0.000968912	0.0	0.011360593	0.038567341	0.028049281	0.037802393	0.12517382	0.040831167	0.001431161	0.012659958
MX2	0.0	0.427408372	0.025782894	0.010614596	0.080333542	0.01554122	0.0	0.158083126	0.017126594	0.02276719	0.01155464	0.016142546	0.0	0.097926667	0.038129356	0.005493389	0.348359955	0.115899753	0.040905176	0.357521444	0.128272786	0.003603731	0.119723924	0.019989544	0.030704222	0.342541791	0.087568594	0.0	0.018912196	0.048018349	0.0	0.461922475	0.010360616	0.007725661	0.219876139	0.067180418	0.01625073	0.100967208	0.046005056	0.0	0.134921	0.038109479	0.027685023	0.106808988	0.201573846	0.163762347	0.084038162	0.049192831
MXRA8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MYB	0.012683893	0.004067395	0.102187365	0.036741307	0.009037847	0.097708329	0.0	0.002404769	0.071418464	0.022672256	0.002741348	0.077127272	0.0	0.025816044	0.149322145	0.005471326	0.007461235	0.156458689	0.020357526	0.026780545	0.055761484	0.003595556	0.003970674	0.008942858	0.0	0.006805947	0.11320675	0.053055238	0.019088579	0.222449924	0.0	0.003775156	0.038113849	0.02117625	0.005694078	0.2010188	0.0	0.003599489	0.012603537	0.0	0.00662472	0.005795493	0.022522114	0.013159934	0.303688814	0.0	0.003183143	0.09204799
MYBBP1A	0.012810415	0.007211179	0.032733272	0.0	0.00055346	0.018700578	0.0	0.009065591	0.078169411	0.0	0.001768695	0.073033429	0.038533464	0.002699479	0.057637008	0.005486843	0.000973483	0.016648064	0.019939238	0.001260087	0.046416273	0.0	0.001569108	0.035684503	0.061409235	0.007074697	0.050567294	0.0	0.007424186	0.056014528	0.024965512	0.003235809	0.043450197	0.007448805	0.003952613	0.024176154	0.010723616	0.00287849	0.079988581	0.0	0.009939062	0.050155581	0.0	0.000204166	0.028898707	0.081842258	0.001676452	0.039193554
MYBL1	0.0	0.004784259	0.068155708	0.015911348	0.014408758	0.118314101	0.0	0.025787793	0.018048185	0.0	0.010491154	0.088249653	0.012516883	0.012598697	0.060479726	0.0	0.004389373	0.097942401	0.06011205	0.012316975	0.075433203	0.0	0.006624256	0.069135246	0.0	0.028638466	0.015742744	0.0	0.003851024	0.040416453	0.024927722	0.003341612	0.119736913	0.011400025	0.017173449	0.046766332	0.0	0.002244603	0.018512448	0.0	0.001636356	0.014250792	0.0	0.001023053	0.062307635	0.040802082	0.001805469	0.077329288
MYBL2	0.012825631	0.081832895	0.211860701	0.0	0.186091125	0.402141054	0.0	0.017718057	0.095084337	0.045537588	0.083155033	0.313719744	0.025734673	0.079651961	0.167940404	0.0	0.003505706	0.17551366	0.061237727	0.009507562	0.461512716	0.007206484	0.088088882	0.184236833	0.030480769	0.023248535	0.330032148	0.0	0.022711602	0.41152195	0.0	0.108184292	0.384095201	0.011493131	0.029295708	0.60694196	0.0	0.053549983	0.130111109	0.0	0.031056386	0.462690433	0.055772907	0.002096705	0.695673395	0.081778039	0.041965188	0.217202977
MYBPC1	0.012526979	0.243001141	0.147815665	0.010361278	0.018894977	0.503370676	0.0	0.092602661	0.132994901	0.045221604	0.449955088	0.071729398	0.03414375	0.124485344	0.020420736	0.032133384	0.241674456	0.545676492	0.0	0.296282992	0.034904267	0.00342785	0.312992295	0.009168144	0.086300833	0.14864413	0.026673973	0.0	0.023664732	0.222964625	0.024760071	0.16214733	0.231633884	0.013545044	0.157184116	0.0	0.005304219	0.089985238	0.041818018	0.104324315	0.095017956	0.001512429	0.0	0.262297733	0.038911435	0.040133516	0.696846031	0.150402915
MYBPC2	0.0	0.039209327	0.010331654	0.01593387	0.09444895	0.069716546	0.0	0.01054448	0.101787303	0.068300284	0.152186235	0.069366385	0.0	0.066576968	0.0696646	0.010952675	0.002804124	0.335047631	0.0	0.010464752	0.09961155	0.007206309	0.00359286	0.077747037	0.0	0.002281006	0.09292672	0.0	0.071041977	0.02988841	0.025013549	0.01667674	0.037900494	0.019193757	0.001272189	0.059848497	0.021769334	0.027885668	0.148895653	0.054753824	0.033323383	0.062067115	0.0	0.064189187	0.045846011	0.040957904	0.123642374	0.033194834
MYBPC3	0.012791166	0.067054011	0.057717759	0.02114871	0.035258941	0.204918557	0.0	0.088475765	0.001665017	0.022728817	0.019939126	0.071688459	0.025524306	0.181078647	0.001241288	0.010907203	0.239635287	0.032627685	0.0	0.005534735	0.075684905	0.0	0.012646889	0.09177744	0.0	0.163806361	0.045794048	0.0	0.120294738	0.0	0.024807328	0.082897824	0.113327653	0.02246604	2.77e-05	0.141587179	0.005402292	0.088849784	0.0	0.054517026	0.14416089	0.09714278	0.027644346	0.075872056	0.006709564	0.081466679	0.045059501	0.106120522
MYC	0.0	0.004492554	0.122855463	0.005293364	0.003730554	0.143540564	0.0	0.000779572	0.129807222	0.0	0.010556594	0.169553801	0.025385593	0.011881563	0.006393904	0.021888639	0.006573105	0.027434697	0.020468721	0.003113313	0.040017105	0.0	0.006864057	0.07346715	0.0	0.0106836	0.143029692	0.0	0.009667972	0.069869241	0.0	0.003260863	0.098747581	0.030216381	0.005177072	0.105640861	0.0	0.003439272	0.135018459	0.0	0.014464721	0.053898959	0.026168022	0.004461912	0.003532595	0.0	0.003207817	0.062773756
MYCBP	0.0	0.026426373	0.051085311	0.0	0.005917828	0.060838214	0.0	0.002653864	0.002279033	0.0	0.021588861	0.017830696	0.0	0.026564526	0.013582017	0.0	0.01126615	0.008401645	0.0	0.002834078	0.052051977	0.0	0.003541991	0.025077449	0.0	0.027118051	0.07834556	0.027109666	0.014050126	0.040388302	0.025023897	0.030831112	0.041799144	0.0	0.013205275	0.096094774	0.005444994	0.009017823	0.00133124	0.0	0.023443576	0.025361137	0.02823117	0.000490958	0.14216737	0.0	0.012669439	0.008537058
MYD88	0.0	0.095449864	0.033102594	0.0	0.018125307	0.046168752	0.0	0.01998682	0.00231627	0.0	0.000271174	0.004740508	0.0	0.007629189	0.021131413	0.0	0.018234514	0.063541529	0.041000713	0.023209685	0.065037009	0.0	0.016486075	0.061351655	0.030458743	0.033249066	0.009618328	0.0	0.008185372	0.043897508	0.0	0.00370153	0.077624389	0.0	0.012157447	0.045382686	0.0	0.006798376	0.03984336	0.054958353	0.00835464	0.097179824	0.0	0.011142078	0.077431479	0.081704335	0.001401297	0.034476293
MYH10	0.0	0.016185008	0.115352935	0.015784963	0.012864829	0.089098013	0.0	0.068714669	0.022672364	0.136208465	0.003355859	0.009755691	0.088561938	0.266351528	0.03749538	0.042320255	0.018859662	0.101892984	0.039761871	0.006974352	0.200580103	0.0	0.004276756	0.115375935	0.087859981	0.012890556	0.033229993	0.026763653	0.284791288	0.005540095	0.0	0.000357719	0.061077391	0.025746366	0.006507069	0.081401652	0.0	0.189505787	0.027510907	0.0	0.013778793	0.192443402	0.055315317	0.063671256	0.151609432	0.081204083	0.004186416	0.068763173
MYH11	0.01273613	0.054172984	0.004151383	0.010503821	0.13680717	0.487321886	0.052261408	0.187279865	0.450367731	0.068067482	0.018035931	0.257646846	0.074725269	0.39034912	0.308774645	0.037898689	0.151316101	0.223063962	0.059963265	0.186346351	0.271946558	0.003599309	0.015918281	0.206043381	0.060458829	0.098509467	0.673974707	0.0	0.251266023	0.309124799	0.049710396	0.067636156	0.013811251	0.0365865	0.098417869	0.788759622	0.021543312	0.317624722	0.329733329	0.054016993	0.076573795	0.288493653	0.128821072	0.259522237	0.832091943	0.0	0.097805949	0.261601026
MYH14	0.0	0.015295759	0.150930167	0.031527026	0.12144865	0.015306393	0.02737275	0.142157269	0.018639345	0.0	0.141720057	0.033420088	0.068410537	0.148940261	0.004780383	0.0156906	0.273346142	0.140381554	0.0	0.069290939	0.077517741	0.0	0.012625647	0.063867675	0.030603137	0.488381562	0.07111693	0.026724071	0.144799504	0.093937658	0.073397305	0.27686196	0.037039666	0.054706925	0.608806659	0.20355729	0.010296282	0.079978141	0.061122343	0.0	0.192886805	0.068758355	0.082263967	0.170833634	0.565825876	0.079744693	0.242317554	0.03522004
MYH2	0.051070046	0.08242803	0.0	0.015830052	0.268356013	0.0	0.0	0.161189245	0.0	0.045396203	0.042258245	0.472602363	0.088392365	0.102940552	0.0	0.037193019	0.10398981	0.828062085	0.16222212	0.108291882	0.485638872	0.007196779	0.052471185	0.0	0.121826401	0.160973552	0.0	0.080569684	0.120815363	0.0	0.099237644	0.250613463	0.0	0.041189645	0.144894683	0.0	0.047698412	0.190225306	0.0	0.217051441	0.162552941	0.0	0.080857637	0.013292659	0.0	0.040702512	0.129977912	0.0
MYH3	0.051301454	0.08171376	0.053848721	0.005310095	0.157089629	0.188517863	0.027836461	0.172796885	0.064788694	0.045527119	0.084542003	0.11119696	0.025496383	0.11723746	0.031819312	0.03769338	0.257901299	0.051826972	0.142711434	0.169130338	0.053178315	0.003602061	0.013640647	0.138973436	0.030731797	0.220486558	0.205295828	0.0	0.304517075	0.072846779	0.0	0.150535759	0.02129259	0.026707754	0.016851312	0.121585256	0.027160765	0.154205463	0.071073392	0.054457349	0.26022578	0.029273655	0.027843259	0.057374806	0.099258872	0.040928542	0.06230458	0.026583088
MYH6	0.025556452	0.354942799	0.0	0.026376151	0.215465954	0.0	0.0	0.184991898	0.0	0.09026375	0.171477254	0.671303563	0.037306405	0.066850763	0.0	0.048981364	0.351801712	0.283932339	0.141651414	0.191776945	0.0	0.007206129	0.098733728	0.0	0.060917224	0.311703794	0.0	0.026770888	0.163681005	0.0	0.074100324	0.349869399	0.0	0.026385427	0.025215762	0.010612006	0.031669529	0.147403545	0.0	0.109187376	0.209053723	0.007689047	0.083453827	0.167092213	0.0	0.12235685	0.028907847	0.0
MYH7	0.025659889	0.254388784	0.0	0.03181586	0.089555069	0.0	0.0	0.096208885	0.083347285	0.068276818	0.12995021	0.255830643	0.077205432	0.024823569	0.056106659	0.043786425	0.3758699	0.604800866	0.06152536	0.041978824	0.0	0.003603787	0.071896653	0.090868077	0.153148513	0.114209077	0.0	0.054016515	0.10133483	0.260990219	0.074942434	0.40752069	0.0	0.038392796	0.014448348	0.022958644	0.016149127	0.095007843	0.075867809	0.109241664	0.078670049	0.0	0.083413644	0.001934056	0.0	0.163600455	0.110152533	0.203378311
MYH8	0.012833144	0.165859281	0.338835227	0.005300058	0.558054212	0.0	0.0	0.246891628	0.0	0.091057605	0.30387828	0.0	0.064806077	0.12912582	0.0	0.054532298	0.516284841	0.357066664	0.183115534	0.499203793	0.0	0.003603792	0.132279132	0.0	0.060585456	0.699664477	0.0	0.054017905	0.370739724	0.0	0.024902192	0.493855331	0.0	0.034371244	0.627910003	0.0	0.010865687	0.215199124	0.0	0.163994356	0.541395047	0.0	0.055236996	0.522021189	0.0	0.16362689	0.037989562	0.18068091
MYH9	0.012804645	0.004340985	0.010333695	0.068850265	0.004363905	0.036313248	0.0	0.000144623	0.018412179	0.045505767	0.015477626	0.00949469	0.064105089	0.013553333	0.032306674	0.098532122	0.006721043	0.060467862	0.081829249	0.001973084	0.044392433	0.0	0.008431753	0.019034372	0.121556397	0.013540261	0.007833079	0.053971831	0.003971481	0.033648594	0.025016092	0.004442928	0.051215622	0.019037858	0.008457711	0.108493244	0.021640986	0.002964336	0.02901397	0.0	0.01218847	0.046668457	0.08273969	0.008323721	0.102593175	0.04086319	0.012791309	0.050802265
